,region,room_availability_bs,price,rating,transaction_count,tipe_kos,room_area,is_discount,region_group,Parkir_Motor,Lemari_Baju,WiFi,Bantal,Dapur,AC,K_Mandi_Dalam,Shower,Kloset_Duduk,Meja,Jendela,R_Jemur,TV,Kulkas,Penjaga_Kos,Kursi,R_Tamu,Parkir_Mobil,Parkir_Sepeda,Cermin,Ventilasi,CCTV,Parkir_Motor_&_Sepeda,Guling,Ember_mandi,K_Mandi_Luar,Jemuran,Dispenser,Wastafel,Air_panas,R_Makan,R_Cuci,R_Santai,Kloset_Jongkok,Termasuk_listrik
1209,Depok,1.0,1675000,0.0,0.0,Kos Putri,14.0,1,Depok,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1210,Bogor,0.0,1300000,0.0,5.0,Kos Campur,9.0,0,Bogor,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1
1211,Jakarta Utara,0.0,1900000,4.0,14.0,Kos Campur,9.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1
1212,Jakarta Timur,0.0,2650000,0.0,0.0,Kos Campur,15.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
1213,Tangerang Selatan,1.0,2200000,0.0,0.0,Kos Campur,12.0,0,Tangerang,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
1214,Jakarta Utara,0.0,1400000,0.0,5.0,Kos Campur,9.0,0,Jakarta,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1
1215,Tangerang,0.0,1200000,0.0,0.0,Kos Campur,14.0,0,Tangerang,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1
1216,Depok,0.0,1700000,1.9,1.0,Kos Putri,7.5,0,Depok,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1217,Tangerang,0.0,2000000,0.0,0.0,Kos Campur,12.0,1,Tangerang,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1218,Tangerang,0.0,1800000,0.0,0.0,Kos Campur,12.0,1,Tangerang,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1219,Tangerang,2.0,2500000,0.0,0.0,Kos Campur,12.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1
1220,Depok,0.0,1500000,4.8,20.0,Kos Putra,15.75,0,Depok,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1221,Depok,1.0,1500000,4.1,14.0,Kos Putra,12.0,0,Depok,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
1222,Bekasi,0.0,700000,0.0,1.0,Kos Campur,15.0,0,Bekasi,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
1223,Bogor,0.0,800000,0.0,0.0,Kos Putra,1.5,0,Bogor,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1
1224,Bekasi,0.0,1050000,0.0,0.0,Kos Campur,16.900000000000002,0,Bekasi,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
1225,Bekasi,0.0,1035000,0.0,0.0,Kos Campur,16.900000000000002,0,Bekasi,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
1226,Bekasi,0.0,1035000,0.0,0.0,Kos Campur,16.900000000000002,0,Bekasi,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
1227,Bekasi,0.0,1035000,0.0,0.0,Kos Campur,16.900000000000002,0,Bekasi,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
1228,Bekasi,0.0,1035000,0.0,0.0,Kos Campur,16.900000000000002,0,Bekasi,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
1229,Bekasi,0.0,1035000,0.0,0.0,Kos Campur,16.900000000000002,0,Bekasi,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
1230,Bekasi,0.0,1040000,0.0,0.0,Kos Campur,16.900000000000002,0,Bekasi,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1231,Bogor,0.0,900000,0.0,1.0,Kos Putri,12.0,0,Bogor,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1232,Jakarta Utara,0.0,885000,0.0,0.0,Kos Campur,9.0,0,Jakarta,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
1233,Tangerang,1.0,1100000,0.0,5.0,Kos Campur,9.0,0,Tangerang,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1234,Tangerang,0.0,1400000,0.0,6.0,Kos Campur,9.0,0,Tangerang,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
1235,Jakarta Utara,1.0,1399999,0.0,0.0,Kos Campur,9.0,0,Jakarta,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
1236,Jakarta Barat,3.0,2650000,0.0,0.0,Kos Campur,12.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1
1237,Bogor,0.0,650000,0.0,0.0,Kos Campur,24.0,0,Bogor,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
1238,Jakarta Pusat,1.0,2600000,0.0,2.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
1239,Tangerang,1.0,1350000,0.0,0.0,Kos Putri,10.5,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1240,Depok,1.0,2499000,0.0,0.0,Kos Putri,13.5,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
1241,Depok,1.0,2800000,0.0,0.0,Kos Putri,20.25,0,Depok,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
1242,Jakarta Timur,1.0,1300000,0.0,3.0,Kos Campur,7.5,1,Jakarta,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1243,Jakarta Timur,3.0,1550000,0.0,2.0,Kos Campur,21.0,1,Jakarta,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1
1244,Bogor,0.0,650000,0.0,0.0,Kos Campur,20.0,0,Bogor,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1245,Jakarta Utara,1.0,1300000,0.0,0.0,Kos Campur,9.0,0,Jakarta,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
1246,Tangerang Selatan,2.0,1100000,5.0,1.0,Kos Putri,9.0,0,Tangerang,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
1247,Bogor,1.0,1475000,0.0,0.0,Kos Putri,9.0,0,Bogor,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
1248,Bekasi,0.0,700000,0.0,0.0,Kos Campur,24.75,0,Bekasi,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1249,Bekasi,0.0,700000,0.0,0.0,Kos Campur,24.75,0,Bekasi,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1250,Depok,0.0,1700000,4.8,17.0,Kos Campur,12.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1251,Tangerang Selatan,1.0,1000000,4.4,3.0,Kos Putri,9.0,0,Tangerang,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1252,Bogor,0.0,1000000,0.0,2.0,Kos Putri,12.0,0,Bogor,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1253,Depok,0.0,2000000,0.0,0.0,Kos Campur,12.0,0,Depok,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1254,Depok,0.0,825000,4.6,2.0,Kos Putra,16.0,1,Depok,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1255,Tangerang,2.0,1100000,5.0,17.0,Kos Campur,6.0,0,Tangerang,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
1256,Bogor,2.0,1300000,0.0,1.0,Kos Putri,9.0,0,Bogor,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1257,Jakarta Utara,0.0,700000,0.0,2.0,Kos Campur,9.0,0,Jakarta,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
1258,Tangerang Selatan,0.0,1200000,0.0,0.0,Kos Campur,12.0,0,Tangerang,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
1259,Tangerang Selatan,1.0,650000,5.0,6.0,Kos Putri,8.7,0,Tangerang,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1260,Bekasi,0.0,1900000,0.0,0.0,Kos Putri,9.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
1261,Tangerang Selatan,0.0,1200000,0.0,0.0,Kos Putri,9.0,0,Tangerang,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1
1262,Bekasi,3.0,1500000,0.0,0.0,Kos Putra,9.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
1263,Tangerang,3.0,1300000,0.0,2.0,Kos Campur,12.0,0,Tangerang,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1
1264,Tangerang,2.0,950000,0.0,0.0,Kos Campur,12.0,0,Tangerang,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1265,Depok,0.0,1600000,0.0,0.0,Kos Putra,10.799999999999999,0,Depok,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1266,Jakarta Timur,0.0,1005000,0.0,0.0,Kos Putra,6.0,0,Jakarta,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
1267,Depok,1.0,800000,0.0,2.0,Kos Campur,20.0,0,Depok,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
1268,Jakarta Utara,0.0,700000,0.0,0.0,Kos Campur,12.0,0,Jakarta,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1
1269,Depok,3.0,650000,0.0,0.0,Kos Putri,9.0,0,Depok,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1270,Jakarta Utara,0.0,1300000,3.1,0.0,Kos Campur,12.0,0,Jakarta,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1271,Jakarta Utara,0.0,1300000,1.3,3.0,Kos Campur,12.0,0,Jakarta,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1272,Jakarta Utara,0.0,1100000,0.0,4.0,Kos Campur,5.0,0,Jakarta,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
1273,Bogor,0.0,650000,4.8,15.0,Kos Putra,9.0,0,Bogor,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1
1274,Bekasi,3.0,1050000,5.0,3.0,Kos Campur,6.0,0,Bekasi,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
1275,Jakarta Timur,2.0,900000,0.0,0.0,Kos Putri,12.0,0,Jakarta,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1276,Jakarta Utara,1.0,1700000,0.0,0.0,Kos Campur,12.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1
1277,Depok,0.0,1200000,0.0,0.0,Kos Campur,9.0,0,Depok,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1278,Bekasi,2.0,650000,0.0,2.0,Kos Putra,12.0,0,Bekasi,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1279,Bogor,2.0,1000000,0.0,0.0,Kos Putri,9.0,0,Bogor,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1
1280,Tangerang Selatan,0.0,3500000,0.0,0.0,Kos Putri,15.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
1281,Tangerang,1.0,898000,0.0,3.0,Kos Campur,9.0,0,Tangerang,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1
1282,Tangerang,1.0,1065000,0.0,10.0,Kos Campur,9.0,0,Tangerang,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
1283,Bekasi,0.0,800000,0.0,0.0,Kos Campur,12.0,0,Bekasi,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1284,Jakarta Barat,1.0,2225000,4.3,9.0,Kos Campur,12.0,0,Jakarta,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
1285,Bogor,0.0,1750000,0.0,2.0,Kos Campur,12.0,0,Bogor,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1
1286,Bogor,0.0,800000,0.0,2.0,Kos Campur,14.399999999999999,0,Bogor,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1287,Jakarta Pusat,0.0,1600000,0.0,0.0,Kos Campur,5.76,1,Jakarta,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1288,Bekasi,3.0,700000,4.1,2.0,Kos Putri,12.0,0,Bekasi,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1289,Depok,3.0,1050000,5.0,5.0,Kos Putra,16.0,1,Depok,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
1290,Bekasi,0.0,1850000,0.0,4.0,Kos Putri,12.0,0,Bekasi,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1
1291,Bekasi,0.0,1900000,0.0,1.0,Kos Putri,12.0,0,Bekasi,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1
1292,Bekasi,1.0,1550000,4.3,6.0,Kos Campur,12.0,0,Bekasi,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
1293,Bekasi,1.0,1800000,0.0,3.0,Kos Campur,12.0,0,Bekasi,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1
1294,Jakarta Barat,2.0,2250000,5.0,14.0,Kos Campur,15.0,0,Jakarta,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
1295,Jakarta Pusat,0.0,2350000,0.0,0.0,Kos Putri,17.5,0,Jakarta,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
1296,Tangerang,2.0,1200000,0.0,2.0,Kos Campur,9.0,0,Tangerang,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1
1297,Bogor,1.0,600000,0.0,0.0,Kos Putri,9.0,0,Bogor,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
1298,Jakarta Utara,2.0,1050000,0.0,1.0,Kos Putra,6.6000000000000005,0,Jakarta,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1299,Bekasi,1.0,1700000,0.0,1.0,Kos Putra,12.0,0,Bekasi,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1
1300,Bogor,3.0,1000000,0.0,0.0,Kos Putri,12.0,0,Bogor,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
1301,Jakarta Selatan,1.0,1100000,0.0,1.0,Kos Putri,6.0,0,Jakarta,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1302,Tangerang Selatan,1.0,1200000,0.0,0.0,Kos Putri,12.0,0,Tangerang,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
1303,Tangerang Selatan,1.0,1200000,0.0,0.0,Kos Putri,9.0,0,Tangerang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,Jakarta Utara,0.0,1300000,0.0,4.0,Kos Campur,7.5,0,Jakarta,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1305,Bogor,3.0,800000,0.0,3.0,Kos Putri,9.0,0,Bogor,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1
1306,Depok,0.0,2000000,0.0,8.0,Kos Putra,12.0,0,Depok,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1
1307,Depok,0.0,1900000,0.0,15.0,Kos Putri,12.0,1,Depok,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
1308,Tangerang,1.0,800000,4.6,64.0,Kos Campur,5.95,0,Tangerang,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1
1309,Tangerang,0.0,1700000,4.1,19.0,Kos Campur,10.0,0,Tangerang,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1
1310,Tangerang,0.0,1507500,3.4,4.0,Kos Putra,10.0,0,Tangerang,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
1311,Jakarta Timur,1.0,1650000,0.0,5.0,Kos Putri,9.0,1,Jakarta,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1312,Bogor,0.0,1500000,0.0,0.0,Kos Campur,9.0,0,Bogor,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1313,Bekasi,0.0,1500000,0.0,4.0,Kos Campur,8.399999999999999,0,Bekasi,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
1314,Jakarta Barat,2.0,2000000,4.9,4.0,Kos Putri,7.199999999999999,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1
1315,Depok,0.0,900000,0.0,3.0,Kos Putra,9.0,0,Depok,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1316,Jakarta Timur,0.0,1400000,0.0,4.0,Kos Putri,9.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1317,Bogor,1.0,1300000,5.0,3.0,Kos Campur,9.0,0,Bogor,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1
1318,Jakarta Utara,2.0,2500000,0.0,0.0,Kos Putri,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1319,Bekasi,0.0,1250000,0.0,0.0,Kos Campur,9.0,0,Bekasi,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
1320,Bekasi,2.0,1600000,0.0,1.0,Kos Campur,9.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
1321,Bekasi,2.0,1700000,0.0,7.0,Kos Campur,9.0,0,Bekasi,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
1322,Jakarta Timur,0.0,1200000,0.0,0.0,Kos Campur,12.0,0,Jakarta,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1
1323,Bogor,0.0,900000,0.0,1.0,Kos Putri,12.0,0,Bogor,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1
1324,Depok,2.0,1150000,0.0,0.0,Kos Putri,9.0,0,Depok,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1325,Depok,2.0,850000,0.0,1.0,Kos Putra,12.0,0,Depok,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1326,Bekasi,3.0,610000,0.0,9.0,Kos Campur,9.0,0,Bekasi,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
1327,Tangerang,3.0,1100000,0.0,0.0,Kos Putri,12.0,0,Tangerang,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
