,region,room_availability_bs,price,rating,transaction_count,tipe_kos,room_area,is_discount,region_group,Parkir_Motor,Lemari_Baju,WiFi,Bantal,Dapur,AC,K_Mandi_Dalam,Shower,Kloset_Duduk,Meja,Jendela,R_Jemur,TV,Kulkas,Penjaga_Kos,Kursi,R_Tamu,Parkir_Mobil,Parkir_Sepeda,Cermin,Ventilasi,CCTV,Parkir_Motor_&_Sepeda,Guling,Ember_mandi,K_Mandi_Luar,Jemuran,Dispenser,Wastafel,Air_panas,R_Makan,R_Cuci,R_Santai,Kloset_Jongkok,Termasuk_listrik
1090,Tangerang,1.0,2200000,0.0,3.0,Kos Campur,12.0,0,Tangerang,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1
1091,Tangerang,0.0,2000000,5.0,1.0,Kos Campur,9.0,1,Tangerang,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1
1092,Tangerang Selatan,2.0,1250000,0.0,0.0,Kos Putri,9.0,0,Tangerang,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
1093,Tangerang,2.0,900000,4.8,1.0,Kos Campur,13.5,0,Tangerang,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
1094,Jakarta Utara,0.0,1500000,5.0,10.0,Kos Campur,16.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1095,Tangerang,1.0,500000,0.0,0.0,Kos Campur,12.0,0,Tangerang,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
1096,Jakarta Utara,0.0,1700000,0.0,0.0,Kos Campur,12.0,1,Jakarta,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1097,Tangerang,0.0,500000,5.0,4.0,Kos Putra,6.0,0,Tangerang,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1098,Jakarta Selatan,2.0,1300000,5.0,1.0,Kos Campur,7.5,0,Jakarta,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1099,Jakarta Utara,1.0,1400000,0.0,5.0,Kos Campur,17.5,0,Jakarta,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
1100,Tangerang,0.0,1400000,0.0,0.0,Kos Campur,6.0,0,Tangerang,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1
1101,Depok,0.0,700000,0.0,1.0,Kos Campur,9.0,0,Depok,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1102,Bogor,1.0,500000,0.0,0.0,Kos Putri,10.0,0,Bogor,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1
1103,Bogor,0.0,970000,0.0,0.0,Kos Campur,12.0,0,Bogor,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
1104,Tangerang Selatan,2.0,1200000,0.0,0.0,Kos Putri,9.0,0,Tangerang,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1
1105,Tangerang Selatan,2.0,1400000,0.0,0.0,Kos Putri,9.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
1106,Bekasi,3.0,1350000,0.0,0.0,Kos Putri,24.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
1107,Bekasi,0.0,650000,0.0,1.0,Kos Putri,12.0,0,Bekasi,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
1108,Depok,1.0,2200000,0.0,2.0,Kos Campur,12.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1
1109,Depok,2.0,2700000,0.0,0.0,Kos Putri,9.0,1,Depok,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1
1110,Jakarta Utara,2.0,2000000,4.8,8.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1
1111,Jakarta Timur,1.0,1200000,0.0,0.0,Kos Campur,12.0,0,Jakarta,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
1112,Jakarta Utara,2.0,900000,0.0,0.0,Kos Campur,12.0,1,Jakarta,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1
1113,Jakarta Timur,1.0,1350000,0.0,0.0,Kos Putri,9.0,0,Jakarta,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1
1114,Depok,0.0,1500000,0.0,1.0,Kos Putri,9.0,0,Depok,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
1115,Jakarta Barat,2.0,1600000,0.0,0.0,Kos Campur,9.0,1,Jakarta,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1116,Jakarta Selatan,0.0,6499000,4.5,13.0,Kos Campur,25.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
1117,Tangerang Selatan,1.0,1400000,0.0,0.0,Kos Putri,12.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
1118,Tangerang Selatan,1.0,1500000,0.0,0.0,Kos Putri,9.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
1119,Tangerang Selatan,1.0,1700000,0.0,0.0,Kos Putri,10.5,0,Tangerang,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1
1120,Bogor,0.0,1300000,0.0,0.0,Kos Campur,9.0,0,Bogor,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1
1121,Bogor,0.0,1000000,5.0,2.0,Kos Campur,12.0,0,Bogor,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
1122,Depok,3.0,1300000,0.0,1.0,Kos Putra,12.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1123,Tangerang,1.0,850000,0.0,0.0,Kos Campur,12.0,0,Tangerang,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1124,Tangerang Selatan,1.0,1100000,0.0,0.0,Kos Putri,12.0,0,Tangerang,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1125,Depok,0.0,865000,0.0,0.0,Kos Putri,12.0,0,Depok,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
1126,Tangerang Selatan,2.0,1500000,0.0,0.0,Kos Campur,12.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1
1127,Jakarta Timur,0.0,1975000,0.0,0.0,Kos Putra,9.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1
1128,Tangerang Selatan,0.0,1100000,0.0,0.0,Kos Campur,15.0,0,Tangerang,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
1129,Bekasi,1.0,1500000,0.0,0.0,Kos Campur,12.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1
1130,Bekasi,1.0,2800000,5.0,8.0,Kos Campur,12.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
1131,Bekasi,1.0,1400000,0.0,2.0,Kos Campur,9.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
1132,Bekasi,1.0,2000000,4.9,5.0,Kos Campur,12.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1
1133,Bekasi,1.0,1200000,5.0,2.0,Kos Putri,12.0,0,Bekasi,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1
1134,Bekasi,0.0,1400000,0.0,2.0,Kos Campur,12.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
1135,Jakarta Utara,0.0,850000,0.0,3.0,Kos Campur,15.0,0,Jakarta,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1136,Bekasi,0.0,1350000,0.0,1.0,Kos Putri,4.0,0,Bekasi,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1137,Bekasi,0.0,1200000,0.0,0.0,Kos Putra,9.0,0,Bekasi,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1138,Bekasi,0.0,1200000,0.0,0.0,Kos Putra,9.0,0,Bekasi,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1
1139,Bekasi,0.0,1200000,0.0,0.0,Kos Putra,9.0,0,Bekasi,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1
1140,Bekasi,0.0,1200000,0.0,0.0,Kos Putra,9.0,0,Bekasi,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1
1141,Bogor,0.0,2000000,0.0,0.0,Kos Putri,12.0,0,Bogor,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
1142,Jakarta Barat,2.0,2200000,0.0,5.0,Kos Campur,14.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
1143,Jakarta Pusat,1.0,4700000,0.0,0.0,Kos Campur,16.5,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1
1144,Jakarta Pusat,1.0,3750000,0.0,0.0,Kos Campur,13.5,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1
1145,Jakarta Pusat,1.0,3500000,0.0,0.0,Kos Putri,30.0,0,Jakarta,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1
1146,Bekasi,1.0,3000000,0.0,0.0,Kos Campur,20.0,0,Bekasi,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1
1147,Bekasi,1.0,4000000,0.0,0.0,Kos Campur,20.0,0,Bekasi,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1
1148,Bekasi,1.0,4000000,0.0,0.0,Kos Campur,20.0,0,Bekasi,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1149,Bogor,2.0,1000000,0.0,0.0,Kos Campur,24.0,0,Bogor,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1150,Jakarta Utara,2.0,1550000,0.0,0.0,Kos Putri,9.0,0,Jakarta,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1151,Bogor,2.0,1000000,0.0,0.0,Kos Putra,32.0,0,Bogor,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1152,Bekasi,2.0,1100000,0.0,0.0,Kos Putra,9.0,0,Bekasi,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1
1153,Jakarta Timur,0.0,1500000,0.0,2.0,Kos Campur,9.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
1154,Bekasi,0.0,1100000,0.0,0.0,Kos Campur,12.0,0,Bekasi,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1155,Bogor,0.0,1900000,0.0,0.0,Kos Campur,16.0,0,Bogor,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1
1156,Jakarta Barat,3.0,2600000,0.0,0.0,Kos Campur,12.0,1,Jakarta,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
1157,Jakarta Utara,2.0,860000,0.0,3.0,Kos Campur,9.360000000000001,0,Jakarta,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
1158,Tangerang,2.0,1250000,0.0,8.0,Kos Campur,12.0,0,Tangerang,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
1159,Jakarta Barat,0.0,1400000,0.0,0.0,Kos Putra,9.0,0,Jakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,Jakarta Utara,1.0,1400000,0.0,6.0,Kos Putri,12.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1
1161,Tangerang Selatan,1.0,1600000,4.8,93.0,Kos Putra,16.0,0,Tangerang,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1
1162,Jakarta Utara,1.0,2000000,0.0,0.0,Kos Putri,9.0,0,Jakarta,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1163,Jakarta Utara,1.0,2100000,0.0,0.0,Kos Putri,9.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
1164,Tangerang Selatan,1.0,1200000,5.0,4.0,Kos Putri,12.0,1,Tangerang,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
1165,Jakarta Utara,1.0,1300000,0.0,1.0,Kos Campur,6.0,1,Jakarta,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1
1166,Jakarta Timur,0.0,1000000,0.0,1.0,Kos Campur,12.0,0,Jakarta,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1167,Jakarta Utara,0.0,1600000,0.0,5.0,Kos Campur,12.0,0,Jakarta,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1
1168,Bogor,0.0,700000,0.0,0.0,Kos Putri,9.0,0,Bogor,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1
1169,Bogor,2.0,800000,0.0,0.0,Kos Putri,9.0,0,Bogor,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1
1170,Bogor,2.0,1850000,0.0,0.0,Kos Putri,12.0,0,Bogor,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1
1171,Bekasi,0.0,1600000,0.0,0.0,Kos Putri,10.5,0,Bekasi,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1172,Bekasi,1.0,550000,0.0,0.0,Kos Campur,12.0,0,Bekasi,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1173,Tangerang,2.0,700000,5.0,4.0,Kos Putra,9.0,0,Tangerang,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
1174,Jakarta Utara,0.0,2300000,0.0,7.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1
1175,Bogor,1.0,550000,0.0,1.0,Kos Putra,9.0,0,Bogor,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1176,Bogor,0.0,1400000,0.0,5.0,Kos Putri,9.0,0,Bogor,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1177,Bogor,1.0,750000,0.0,6.0,Kos Putri,9.0,0,Bogor,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
1178,Jakarta Selatan,1.0,2500000,0.0,0.0,Kos Putri,16.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1
1179,Depok,2.0,1400000,0.0,3.0,Kos Putri,12.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
1180,Depok,2.0,1300000,0.0,1.0,Kos Putri,9.0,1,Depok,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
1181,Depok,3.0,1250000,0.0,1.0,Kos Putri,9.0,1,Depok,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
1182,Tangerang,0.0,1000000,0.0,0.0,Kos Campur,27.0,0,Tangerang,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1183,Bekasi,2.0,750000,0.0,5.0,Kos Putra,9.0,0,Bekasi,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1
1184,Bekasi,2.0,750000,0.0,5.0,Kos Putra,9.0,0,Bekasi,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1185,Jakarta Barat,1.0,2000000,0.0,7.0,Kos Putri,8.100000000000001,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1
1186,Jakarta Utara,2.0,1300000,3.4,9.0,Kos Campur,9.0,0,Jakarta,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1
1187,Jakarta Utara,0.0,1700000,0.0,0.0,Kos Putri,6.72,0,Jakarta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
1188,Jakarta Utara,0.0,2500000,0.0,0.0,Kos Putri,6.72,0,Jakarta,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1
1189,Bogor,2.0,2000000,0.0,0.0,Kos Putri,18.0,0,Bogor,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1190,Tangerang Selatan,0.0,1000000,0.0,1.0,Kos Campur,16.0,0,Tangerang,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1191,Jakarta Utara,0.0,1700000,0.0,0.0,Kos Putri,9.0,0,Jakarta,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1
1192,Jakarta Barat,2.0,2800000,4.9,4.0,Kos Campur,14.0,0,Jakarta,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1193,Jakarta Pusat,0.0,3000000,0.0,1.0,Kos Campur,16.0,0,Jakarta,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
1194,Jakarta Pusat,3.0,3500000,0.0,0.0,Kos Campur,12.0,0,Jakarta,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
1195,Jakarta Pusat,3.0,4000000,0.0,0.0,Kos Campur,24.0,0,Jakarta,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
1196,Depok,1.0,1000000,0.0,0.0,Kos Putra,12.0,1,Depok,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1197,Tangerang Selatan,1.0,1400000,0.0,2.0,Kos Campur,20.0,0,Tangerang,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1198,Tangerang,0.0,850000,4.1,0.0,Kos Campur,9.0,0,Tangerang,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1199,Bekasi,0.0,500000,0.0,0.0,Kos Campur,12.0,0,Bekasi,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1200,Depok,0.0,1500000,0.0,0.0,Kos Putri,9.0,0,Depok,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1
1201,Bekasi,0.0,1600000,0.0,3.0,Kos Putri,9.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1
1202,Jakarta Selatan,1.0,2100000,0.0,0.0,Kos Putri,23.099999999999998,1,Jakarta,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
1203,Jakarta Utara,0.0,1400000,0.0,0.0,Kos Putri,9.0,0,Jakarta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1
1204,Bekasi,0.0,1700000,0.0,0.0,Kos Putri,12.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1
1205,Tangerang Selatan,0.0,1300000,0.0,2.0,Kos Campur,12.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
1206,Jakarta Timur,1.0,3650000,5.0,7.0,Kos Campur,20.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1
1207,Jakarta Utara,0.0,2000000,0.0,0.0,Kos Campur,9.0,1,Jakarta,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1208,Tangerang,0.0,700000,0.0,5.0,Kos Campur,56.0,0,Tangerang,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
